Index,Label,LabelPred,Anomaly,AnomalyScore
317,6,6,0,0.116919
318,5,5,0,0.115477
319,2,2,0,0.094771
320,5,5,0,0.081854
321,9,1,0,0.144603
322,2,7,0,0.139000
323,9,9,0,0.120757
324,3,3,0,0.130551
325,0,0,0,0.127999
326,4,4,0,0.137391
327,2,2,0,0.102389
328,0,0,0,0.100064
329,7,7,0,0.136238
330,1,1,0,0.150015
331,1,1,0,0.151830
332,2,2,0,0.120208
333,1,1,0,0.151071
334,5,5,0,0.110302
335,3,3,0,0.122970
336,3,3,0,0.136241
337,9,9,0,0.117303
338,7,7,0,0.122116
339,8,8,1,0.058011
340,6,6,0,0.115843
341,5,3,0,0.132782
342,6,4,0,0.133001
343,1,1,0,0.149999
344,3,3,0,0.108331
345,8,8,0,0.126133
346,1,1,0,0.148824
347,0,0,0,0.128726
348,5,5,0,0.101802
349,1,1,0,0.146459
350,3,7,0,0.132874
351,1,1,0,0.144319
352,5,5,0,0.117488
353,5,0,0,0.068544
354,6,6,0,0.087504
355,1,1,0,0.142735
356,8,8,0,0.124439
357,5,5,0,0.110752
358,1,1,0,0.153533
359,7,7,0,0.118357
360,9,9,0,0.130663
361,4,4,0,0.065790
362,6,6,0,0.113135
363,2,2,0,0.106092
364,2,2,0,0.121140
365,5,5,0,0.112939
366,0,0,0,0.129284
367,6,6,0,0.120727
368,5,5,0,0.090206
369,6,6,0,0.130419
370,3,3,0,0.128772
371,7,7,0,0.124645
372,2,2,0,0.095577
373,0,0,0,0.094015
374,8,8,0,0.115230
375,8,8,0,0.132516
376,5,5,0,0.114669
377,4,9,0,0.143692
378,1,1,0,0.151199
379,1,1,0,0.151910
380,4,4,0,0.127445
381,0,0,1,0.050287
382,3,7,0,0.120542
383,3,3,0,0.122291
384,7,7,0,0.142934
385,6,6,0,0.106159
386,1,1,0,0.150943
387,6,6,0,0.128254
388,2,2,0,0.124195
389,1,1,0,0.145507
390,9,9,0,0.132287
391,2,2,0,0.087812
392,8,8,0,0.118346
393,6,6,0,0.129668
394,1,1,0,0.150523
395,9,9,0,0.136865
396,5,5,0,0.120664
397,2,2,0,0.106847
398,5,5,0,0.128848
399,4,4,0,0.119587
400,4,4,0,0.106652
401,2,2,0,0.093831
402,8,8,0,0.132735
403,3,3,0,0.076573
404,8,9,0,0.131944
405,2,2,0,0.130418
406,4,4,0,0.069007
407,5,5,0,0.095002
408,0,0,0,0.094343
409,3,3,0,0.115760
410,1,1,0,0.146834
411,7,7,0,0.106582
412,7,7,0,0.146651
413,5,3,0,0.092143
414,7,7,0,0.109232
415,9,9,0,0.134036
416,7,7,0,0.132689
417,1,1,0,0.148681
418,9,9,0,0.141278
419,2,2,0,0.119397
420,1,1,0,0.151696
421,4,4,0,0.132380
422,2,2,0,0.086406
423,9,9,0,0.134382
424,2,2,0,0.107974
425,0,0,0,0.097795
426,4,4,0,0.106597
427,9,9,0,0.142600
428,1,1,0,0.151142
429,4,4,0,0.130733
430,8,8,0,0.125381
431,1,1,0,0.148229
432,8,8,0,0.115413
433,4,4,0,0.130823
434,5,5,0,0.117525
435,9,9,0,0.144079
436,8,8,0,0.136542
437,8,8,0,0.137545
438,3,3,0,0.061694
439,7,7,0,0.137319
440,6,6,0,0.134940
441,0,0,1,0.049392
442,0,0,0,0.124124
443,3,3,0,0.112280
444,0,5,0,0.143129
445,2,8,0,0.110275
446,6,0,0,0.093856
447,6,6,0,0.118116
448,4,4,0,0.111042
449,9,8,0,0.136651
450,3,5,0,0.079338
451,3,3,0,0.117909
452,3,3,0,0.112277
453,2,2,0,0.120174
454,3,3,0,0.086762
455,9,9,0,0.116926
456,1,1,0,0.148079
457,2,2,0,0.137398
458,6,6,0,0.130772
459,8,8,0,0.128624
460,0,0,0,0.099953
461,5,5,0,0.133368
462,6,6,0,0.072445
463,6,6,0,0.075330
464,6,6,0,0.100209
465,3,3,0,0.105441
466,8,8,0,0.108099
467,8,8,0,0.122848
468,2,2,0,0.120937
469,7,7,0,0.107803
470,5,5,0,0.115378
471,8,8,0,0.126780
472,9,9,0,0.147874
473,6,6,0,0.111607
474,1,1,0,0.151931
475,8,8,0,0.111866
476,4,4,1,0.036875
477,1,1,0,0.148965
478,2,2,0,0.091098
479,5,5,0,0.134816
480,9,5,0,0.122828
481,1,1,0,0.147481
482,9,9,0,0.133038
483,7,7,0,0.100204
484,5,5,0,0.130186
485,4,4,0,0.137663
486,0,0,0,0.128231
487,8,8,0,0.103551
488,9,9,0,0.125449
489,9,9,0,0.140083
490,1,1,0,0.150204
491,0,0,0,0.100332
492,5,5,0,0.136309
493,2,2,0,0.092442
494,3,3,0,0.082015
495,7,7,0,0.126029
496,8,8,0,0.100980
497,9,9,0,0.134987
498,4,4,0,0.143377
499,0,0,0,0.132406
500,6,6,0,0.143415
501,3,3,0,0.103629
502,9,9,0,0.092152
503,5,5,0,0.119824
504,2,2,0,0.076082
505,1,1,0,0.152994
506,3,3,0,0.129743
507,1,1,0,0.148177
508,3,5,0,0.134982
509,6,6,0,0.126873
510,5,5,0,0.133184
511,7,7,0,0.127424
512,4,8,0,0.143771
513,2,2,0,0.127136
514,2,2,0,0.081068
515,6,6,0,0.078997
516,3,3,0,0.145688
517,2,2,0,0.093083
518,6,6,0,0.122118
519,5,5,0,0.114681
520,4,4,0,0.140712
521,8,8,0,0.138771
522,9,9,0,0.144979
523,7,7,0,0.106813
524,1,1,0,0.123778
525,3,3,0,0.087758
526,0,0,0,0.101978
527,3,3,0,0.113144
528,8,8,0,0.077684
529,3,3,0,0.109629
530,1,1,0,0.149939
531,9,9,0,0.138868
532,3,3,0,0.132116
533,4,4,0,0.139337
534,4,4,0,0.115880
535,6,6,0,0.124521
536,4,4,0,0.087352
537,2,2,0,0.107371
538,1,1,0,0.148616
539,8,8,0,0.135172
540,2,2,0,0.096381
541,5,5,0,0.106537
542,4,4,0,0.119489
543,8,8,0,0.139565
544,8,9,0,0.121874
545,4,4,0,0.116636
546,0,0,0,0.114999
547,0,0,0,0.093394
548,2,2,0,0.098819
549,3,3,0,0.136439
550,2,2,0,0.072043
551,7,7,0,0.145398
552,7,3,0,0.138918
553,0,0,0,0.115132
554,8,8,0,0.103353
555,7,7,0,0.122955
556,4,4,0,0.139541
557,4,4,0,0.062382
558,7,7,0,0.128063
559,9,9,0,0.139891
560,6,6,0,0.062365
561,9,9,0,0.144351
562,0,0,0,0.090354
563,9,9,0,0.136772
564,8,8,0,0.136585
565,0,0,0,0.126656
566,4,4,0,0.135505
567,6,6,0,0.141308
568,0,0,0,0.133364
569,6,6,0,0.126351
570,3,3,0,0.104705
571,5,5,0,0.110367
572,4,4,0,0.132713
573,8,8,0,0.135268
574,3,3,0,0.113006
575,3,3,0,0.123326
576,9,9,0,0.131058
577,3,3,0,0.120702
578,3,3,0,0.135097
579,3,7,0,0.128137
580,7,7,0,0.136007
581,8,8,0,0.121322
582,0,0,0,0.083017
583,8,2,0,0.136512
584,2,2,0,0.113746
585,1,1,0,0.148635
586,7,7,0,0.126593
587,0,0,0,0.115928
588,6,6,0,0.104055
589,5,5,0,0.100441
590,4,4,0,0.138787
591,3,3,0,0.102106
592,8,3,0,0.129324
593,0,0,0,0.107076
594,9,9,0,0.136383
595,6,6,0,0.126417
596,3,3,0,0.119849
597,8,8,0,0.120314
598,0,0,0,0.088007
599,9,9,0,0.134178
600,9,9,0,0.113133
601,6,6,0,0.128498
602,8,8,0,0.132561
603,6,6,0,0.065464
604,8,8,0,0.136188
605,5,5,0,0.128690
606,7,7,0,0.137541
607,8,8,0,0.127656
608,6,6,0,0.119914
609,0,0,0,0.089423
610,2,2,0,0.118757
611,4,4,0,0.114729
612,0,0,0,0.073633
613,2,2,0,0.081800
614,2,8,0,0.139052
615,3,3,0,0.146849
616,1,1,0,0.126118
617,9,9,0,0.131090
618,7,7,0,0.111381
619,5,5,0,0.117452
620,1,8,0,0.122178
621,0,0,0,0.116320
622,8,8,0,0.141711
623,4,4,0,0.130159
624,6,6,0,0.119340
625,2,2,0,0.136542
626,6,6,0,0.074642
627,7,7,0,0.118550
628,9,9,0,0.137899
629,3,9,0,0.113165
630,2,2,0,0.101595
631,9,9,0,0.133637
632,8,8,0,0.101881
633,2,2,0,0.118130
634,2,2,0,0.120027
635,9,9,0,0.095363
636,2,2,0,0.129309
637,7,7,0,0.114211
638,3,3,0,0.102781
639,5,5,0,0.113839
640,9,9,0,0.139662
641,1,1,0,0.146438
642,8,8,0,0.126087
643,0,0,0,0.084248
644,2,2,0,0.097100
645,0,0,0,0.122490
646,5,5,0,0.132130
647,2,2,0,0.125658
648,1,1,0,0.149913
649,3,3,0,0.072955
650,7,7,0,0.136681
651,6,6,0,0.131589
652,7,7,0,0.111738
653,1,1,0,0.148441
654,2,2,0,0.115301
655,5,5,1,0.058607
656,8,8,0,0.086724
657,0,0,0,0.066039
658,3,3,0,0.117006
659,7,7,0,0.095502
660,2,7,0,0.125464
661,4,4,0,0.136706
662,0,0,0,0.136374
663,9,9,0,0.127890
664,1,1,0,0.151120
665,8,8,0,0.099002
666,6,6,1,0.054718
667,7,7,0,0.144854
668,7,7,0,0.148937
669,4,4,0,0.128786
670,3,3,0,0.139764
671,4,4,0,0.121696
672,9,9,0,0.088133
673,1,1,0,0.149865
674,9,9,0,0.107075
675,5,5,0,0.127801
676,1,1,0,0.151430
677,7,7,0,0.104211
678,3,3,0,0.079746
679,9,9,0,0.115290
680,7,7,0,0.141452
681,6,6,0,0.097403
682,9,9,0,0.103938
683,1,1,0,0.150829
684,3,3,0,0.142203
685,7,2,0,0.094132
686,8,8,0,0.122374
687,3,3,0,0.127029
688,3,3,0,0.123990
689,6,6,0,0.131643
690,7,7,0,0.146138
691,2,2,0,0.098575
692,8,4,0,0.094368
693,5,5,0,0.115964
694,8,8,0,0.135764
695,5,5,0,0.112577
696,1,1,0,0.151820
697,1,1,0,0.148782
698,4,4,0,0.136108
699,4,4,0,0.101442
700,3,3,0,0.137833
701,1,1,0,0.141966
702,0,0,0,0.062417
703,7,7,0,0.146603
704,7,7,0,0.111589
705,0,0,0,0.088386
706,7,7,0,0.130388
707,9,9,0,0.128540
708,4,9,0,0.138427
709,4,4,0,0.126532
710,8,8,0,0.126425
711,5,5,0,0.094783
712,5,5,0,0.100029
713,4,4,0,0.129888
714,0,0,0,0.099976
715,8,8,0,0.108173
716,2,2,0,0.098907
717,1,1,0,0.146614
718,0,6,0,0.089082
719,8,8,0,0.133899
720,4,4,1,0.051894
721,5,8,0,0.077198
722,0,0,0,0.078364
723,4,4,0,0.110721
724,0,0,0,0.127369
725,6,6,0,0.129876
726,1,1,0,0.150765
727,7,7,0,0.141136
728,3,3,0,0.124264
729,2,2,0,0.120738
730,6,6,0,0.116840
731,7,7,0,0.118470
732,2,2,0,0.090039
733,6,6,0,0.090014
734,9,9,0,0.125816
735,3,3,0,0.138943
736,1,1,0,0.150663
737,4,4,0,0.073086
738,6,6,0,0.073369
739,2,2,0,0.101001
740,5,5,0,0.130704
741,4,9,0,0.133438
742,2,2,0,0.129203
743,0,0,0,0.069655
744,6,6,0,0.134716
745,2,2,0,0.083221
746,1,1,0,0.147380
747,7,7,0,0.139872
748,3,3,0,0.120097
749,4,4,0,0.127576
750,1,1,0,0.151070
751,0,0,0,0.110103
752,5,5,0,0.078958
753,4,4,0,0.130033
754,3,3,0,0.133099
755,1,1,0,0.150382
756,1,1,0,0.150561
757,7,7,0,0.137385
758,4,4,0,0.142533
759,9,9,0,0.140042
760,9,9,0,0.146924
761,4,4,0,0.145184
762,8,8,0,0.118755
763,4,4,0,0.092534
764,0,0,0,0.083144
765,2,2,0,0.101699
766,4,4,0,0.140755
767,5,5,0,0.081045
768,1,1,0,0.151341
769,1,1,0,0.148744
770,6,6,0,0.129084
771,4,4,0,0.106652
772,7,7,0,0.120069
773,1,1,0,0.150789
774,9,9,0,0.135187
775,4,4,0,0.147690
776,2,2,0,0.118213
777,4,4,0,0.099133
778,1,1,0,0.143050
779,5,5,0,0.116555
780,5,5,0,0.125524
781,3,3,0,0.098760
782,8,8,0,0.129716
783,3,3,0,0.092237
784,1,1,0,0.151669
785,4,4,0,0.104362
786,5,5,0,0.105377
787,6,6,0,0.121107
788,8,8,0,0.081502
789,9,9,0,0.140960
790,4,4,0,0.128138
791,1,1,0,0.147620
792,5,5,0,0.112125
793,3,3,0,0.067288
794,8,8,0,0.117623
795,0,0,0,0.111975
796,3,3,0,0.138212
797,2,2,0,0.077875
798,5,5,0,0.137666
799,1,1,0,0.144328
800,2,2,0,0.078940
801,8,8,0,0.124492
802,3,3,0,0.092600
803,4,4,0,0.115249
804,4,4,0,0.106876
805,0,0,0,0.073322
806,8,8,0,0.128258
807,8,8,0,0.116810
808,3,3,0,0.094358
809,3,3,0,0.120222
810,1,1,0,0.151407
811,7,2,0,0.079011
812,3,3,0,0.132152
813,5,5,0,0.103239
814,9,9,0,0.120244
815,6,6,0,0.129540
816,3,3,0,0.126669
817,2,2,0,0.114502
818,6,6,0,0.083896
819,1,1,0,0.143403
820,3,3,0,0.098493
821,6,6,0,0.110415
822,0,0,0,0.106799
823,7,7,0,0.092356
824,2,2,0,0.094367
825,1,1,0,0.147997
826,7,7,0,0.118756
827,1,1,0,0.150110
828,4,4,0,0.128887
829,2,2,0,0.111549
830,4,8,0,0.100868
831,2,2,0,0.128941
832,1,1,0,0.152891
833,7,7,0,0.139054
834,9,9,0,0.131784
835,6,6,0,0.130204
836,1,1,0,0.151160
837,1,1,0,0.148307
838,2,2,0,0.116277
839,4,4,0,0.114393
840,8,3,0,0.108505
841,1,1,0,0.144208
842,7,7,0,0.104730
843,7,7,0,0.146786
844,4,4,0,0.108816
845,8,7,0,0.125416
846,0,0,0,0.076612
847,7,7,0,0.128066
848,3,3,0,0.127446
849,1,1,0,0.146472
850,3,3,0,0.113457
851,1,1,0,0.149003
852,0,0,0,0.121572
853,7,7,0,0.137047
854,7,7,0,0.122554
855,0,0,0,0.104293
856,3,3,0,0.126278
857,5,5,0,0.116462
858,5,5,0,0.130460
859,2,2,0,0.115197
860,7,7,0,0.138077
861,6,6,0,0.092801
862,6,6,0,0.127250
863,9,9,0,0.134386
864,2,2,0,0.107155
865,8,8,0,0.062526
866,3,3,0,0.132953
867,5,5,0,0.121708
868,2,2,0,0.115811
869,2,2,0,0.131224
870,5,5,0,0.097276
871,6,6,0,0.131837
872,0,0,0,0.078281
873,8,8,0,0.133265
874,2,2,0,0.116870
875,9,9,0,0.141545
876,2,2,0,0.114242
877,8,8,0,0.064039
878,8,8,0,0.064076
879,8,8,0,0.084504
880,8,8,0,0.115426
881,7,7,0,0.133080
882,4,4,0,0.111059
883,9,7,0,0.142095
884,3,3,0,0.133077
885,0,0,0,0.124422
886,6,6,0,0.128994
887,6,6,0,0.108774
888,3,3,0,0.128380
889,2,2,0,0.096456
890,1,1,0,0.152076
891,3,3,0,0.133884
892,2,2,0,0.113356
893,2,2,0,0.101487
894,9,9,0,0.119492
895,3,3,0,0.064455
896,0,0,0,0.103610
897,0,0,0,0.080036
898,5,5,0,0.108472
899,7,7,0,0.135869
900,8,8,0,0.099420
901,1,3,0,0.150371
902,4,4,0,0.092936
903,4,4,0,0.133686
904,6,6,0,0.097535
905,0,0,0,0.077756
906,2,2,0,0.088534
907,9,9,0,0.112546
908,1,1,0,0.150344
909,4,4,0,0.137413
910,7,7,0,0.103759
911,4,4,0,0.128022
912,7,7,0,0.127887
913,3,3,0,0.092740
914,9,9,0,0.114207
915,8,8,0,0.130870
916,8,8,0,0.137077
917,4,4,0,0.093941
918,7,7,0,0.132725
919,1,1,0,0.152737
920,2,2,0,0.119226
921,1,1,0,0.152391
922,2,2,0,0.096407
923,2,2,0,0.123458
924,3,3,0,0.076034
925,2,7,0,0.104084
926,3,3,0,0.116042
927,2,2,0,0.121054
928,3,3,0,0.125374
929,9,9,0,0.130315
930,1,1,0,0.151400
931,7,7,0,0.135710
932,4,4,0,0.143196
933,0,0,0,0.080493
934,3,3,0,0.113509
935,5,5,0,0.113653
936,5,5,0,0.114894
937,8,8,0,0.122585
938,6,6,1,0.058921
939,3,5,0,0.108332
940,2,2,0,0.107151
941,6,6,0,0.126007
942,7,7,0,0.131133
943,6,6,0,0.112652
944,6,6,0,0.122146
945,3,3,0,0.128126
946,2,2,0,0.088566
947,7,7,0,0.142194
948,8,9,0,0.119424
949,1,1,0,0.151795
950,1,1,0,0.149621
951,7,2,0,0.136147
952,5,5,0,0.125214
953,6,6,0,0.116933
954,4,4,0,0.141062
955,9,9,0,0.133973
956,5,5,0,0.129213
957,1,3,0,0.126063
958,3,3,0,0.110121
959,3,3,0,0.133618
960,4,9,0,0.138543
961,7,7,0,0.142672
962,8,8,0,0.129624
963,9,9,0,0.139338
964,1,1,0,0.152161
965,1,1,0,0.150962
966,6,0,0,0.112738
967,9,9,0,0.136391
968,1,1,0,0.149560
969,4,4,0,0.139736
970,4,4,0,0.117311
971,5,5,0,0.130529
972,4,4,0,0.113576
973,0,0,0,0.067176
974,6,6,0,0.098231
975,2,2,0,0.102404
976,2,2,0,0.106115
977,3,3,0,0.133887
978,1,1,0,0.142991
979,5,5,0,0.113602
980,1,1,0,0.145386
981,2,2,0,0.117528
982,0,0,0,0.104428
983,3,2,0,0.131358
984,8,8,0,0.135243
985,1,1,0,0.152563
986,2,2,0,0.079702
987,6,6,0,0.125250
988,7,7,0,0.135601
989,1,1,0,0.150133
990,6,6,0,0.126947
991,2,2,0,0.117242
992,3,3,0,0.096348
993,9,9,0,0.132396
994,0,0,0,0.124908
995,1,1,0,0.135256
996,2,2,0,0.079494
997,2,2,0,0.099023
998,0,0,0,0.066990
999,8,8,0,0.089086
1000,9,9,0,0.135389
1001,9,9,0,0.139069
1002,0,0,0,0.124893
1003,2,2,0,0.127970
1004,5,5,0,0.090967
1005,1,1,0,0.146680
1006,9,9,0,0.143510
1007,7,7,0,0.132756
1008,8,8,0,0.142605
1009,1,1,0,0.148969
1010,0,0,0,0.087754
1011,4,4,0,0.096608
1012,1,1,0,0.147044
1013,7,9,0,0.141582
1014,9,9,0,0.137909
1015,6,5,0,0.120853
1016,4,4,0,0.146923
1017,2,2,0,0.105931
1018,6,6,0,0.062164
1019,8,8,0,0.118161
1020,1,1,0,0.145390
1021,3,3,0,0.118591
1022,7,7,0,0.106819
1023,5,5,0,0.117530
1024,4,4,0,0.100698
1025,4,4,0,0.133604
1026,1,1,0,0.147666
1027,8,8,0,0.135681
1028,1,1,0,0.150123
1029,3,3,0,0.071343
1030,8,8,0,0.133767
1031,1,1,0,0.150967
1032,2,2,0,0.110753
1033,5,6,0,0.111010
1034,8,8,0,0.110194
1035,0,0,0,0.108600
1036,6,6,0,0.107160
1037,2,2,0,0.119238
1038,1,1,0,0.148376
1039,1,1,0,0.151290
1040,7,7,0,0.139936
1041,1,1,0,0.151317
1042,5,5,0,0.123931
1043,3,3,0,0.115735
1044,4,4,0,0.129682
1045,6,8,0,0.126388
1046,9,9,0,0.134272
1047,5,5,0,0.140435
1048,0,0,0,0.077476
1049,9,9,0,0.121362
1050,2,2,0,0.085486
1051,2,0,0,0.102965
1052,4,4,0,0.103625
1053,8,8,0,0.098788
1054,2,2,0,0.100056
1055,1,1,0,0.149116
1056,7,7,0,0.132862
1057,2,2,0,0.131847
1058,4,4,0,0.135838
1059,9,9,0,0.145034
1060,4,4,0,0.112698
1061,4,4,1,0.053663
1062,0,0,0,0.070596
1063,3,9,0,0.136721
1064,9,9,0,0.137840
1065,2,2,0,0.110804
1066,2,2,0,0.093476
1067,3,3,0,0.132116
